时间,实际功率(MW),预测功率_带NWP_XGB(MW),预测功率_无NWP_XGB(MW)
2018-08-26 00:45:00,4.297855,8.443011,7.3145127
2018-08-26 01:00:00,5.665355,8.743781,8.279855
2018-08-26 01:15:00,5.452238,9.655027,9.198306
2018-08-26 01:30:00,9.377139,10.900244,9.825675
2018-08-26 01:45:00,9.021944,11.515002,9.968784
2018-08-26 02:00:00,9.128503,12.158197,10.446767
2018-08-26 02:15:00,13.4974,12.180162,10.565155
2018-08-26 02:30:00,12.1299,12.454232,10.35579
2018-08-26 02:45:00,13.373079999999998,13.438227,10.407405
2018-08-26 03:00:00,13.444120000000002,13.560729,10.767917
2018-08-26 03:15:00,14.82938,13.395097,10.736926
2018-08-26 03:30:00,15.32665,12.718708,10.564358
2018-08-26 03:45:00,15.379929999999998,12.636057,9.7511215
2018-08-26 04:00:00,15.6996,12.7834015,9.76739
2018-08-26 04:15:00,15.664079999999998,13.450567,9.577646
2018-08-26 04:30:00,15.664079999999998,14.098261,10.428818
2018-08-26 04:45:00,15.202329999999998,14.068736,10.30601
2018-08-26 05:00:00,14.91818,13.7268915,10.542627
2018-08-26 05:15:00,14.75834,13.4876995,10.642578
2018-08-26 05:30:00,12.57389,13.569951,10.3003435
2018-08-26 05:45:00,14.38538,13.867929,10.488843
2018-08-26 06:00:00,13.834829999999998,13.206996,9.973137
2018-08-26 06:15:00,13.53292,12.406886,9.489458
2018-08-26 06:30:00,7.388049,11.928793,9.112754
2018-08-26 06:45:00,11.97006,11.020128,9.542481
2018-08-26 07:00:00,11.15311,10.25876,8.676229
2018-08-26 07:15:00,10.56704,8.910649,8.067273
2018-08-26 07:30:00,5.31016,7.85353,7.2554407
2018-08-26 07:45:00,8.737788,7.3695154,7.2803936
2018-08-26 08:00:00,7.707724000000001,6.9120455,6.7966022
2018-08-26 08:15:00,6.855257000000001,5.6395044,5.16462
2018-08-26 08:30:00,6.038309,5.2732525,4.7920628
2018-08-26 08:45:00,5.008245,4.5219936,3.9543004
2018-08-26 09:00:00,3.534187,3.8254323,3.1382031
2018-08-26 09:15:00,2.930356,2.5407858,2.1109955
2018-08-26 09:30:00,1.98909,1.9727856,1.620822
2018-08-26 09:45:00,1.260941,1.3016365,1.162698
2018-08-26 10:00:00,0.763668,1.1356757,1.237387
2018-08-26 10:15:00,0.355195,0.6740918,0.77542996
2018-08-26 10:30:00,0.124318,0.38916755,0.44086647
2018-08-26 10:45:00,0.0,0.22525334,0.3264296
2018-08-26 11:00:00,0.0,0.22525334,0.3264296
2018-08-26 11:15:00,0.0,0.22525334,0.3264296
2018-08-26 11:30:00,0.0,0.22525334,0.3264296
2018-08-26 11:45:00,0.0,0.22525334,0.32631373
2018-08-26 12:00:00,0.0,0.22601748,0.32721734
2018-08-26 12:15:00,0.0,0.22601748,0.32627964
2018-08-26 12:30:00,0.0,0.22569752,0.16320896
2018-08-26 12:45:00,0.0,0.22569752,0.16320896
2018-08-26 13:00:00,0.0,0.22493315,0.16320896
2018-08-26 13:15:00,0.0,0.22493315,0.16320896
2018-08-26 13:30:00,0.0,0.22493315,0.16320896
2018-08-26 13:45:00,0.0,0.22493315,0.16320896
2018-08-26 14:00:00,0.0,0.22295952,0.16320896
2018-08-26 14:15:00,0.0,0.22295952,0.16320896
2018-08-26 14:30:00,0.0,0.22295952,0.16320896
2018-08-26 14:45:00,0.0,0.22295952,0.16320896
2018-08-26 15:00:00,0.0,0.22295952,0.16320896
2018-08-26 15:15:00,0.0,0.22295952,0.16320896
2018-08-26 15:30:00,0.0,0.22295952,0.16320896
2018-08-26 15:45:00,0.0,0.22295952,0.16320896
2018-08-26 16:00:00,0.0,0.22295952,0.16320896
2018-08-26 16:15:00,0.0,0.22295952,0.16320896
2018-08-26 16:30:00,0.0,0.22295952,0.16320896
2018-08-26 16:45:00,0.0,0.22295952,0.16320896
2018-08-26 17:00:00,0.0,0.22295952,0.16320896
2018-08-26 17:15:00,0.0,0.22295952,0.16320896
2018-08-26 17:30:00,0.0,0.22295952,0.16320896
2018-08-26 17:45:00,0.0,0.22295952,0.16320896
2018-08-26 18:00:00,0.0,0.22295952,0.16320896
2018-08-26 18:15:00,0.0,0.22295952,0.16320896
2018-08-26 18:30:00,0.0,0.22295952,0.16320896
2018-08-26 18:45:00,0.0,0.22295952,0.16320896
2018-08-26 19:00:00,0.0,0.22295952,0.16320896
2018-08-26 19:15:00,0.0,0.22295952,0.16320896
2018-08-26 19:30:00,0.0,0.22295952,0.16320896
2018-08-26 19:45:00,0.0,0.22295952,0.16320896
2018-08-26 20:00:00,0.0,0.22295952,0.16320896
2018-08-26 20:15:00,0.0,0.22295952,0.16320896
2018-08-26 20:30:00,0.0,0.22295952,0.16320896
2018-08-26 20:45:00,0.0,0.22295952,0.16320896
2018-08-26 21:00:00,0.0,0.22295952,0.16320896
2018-08-26 21:15:00,0.0,0.22295952,0.16320896
2018-08-26 21:30:00,0.0,0.22295952,0.16320896
2018-08-26 21:45:00,0.0,0.23616624,0.19620204
2018-08-26 22:00:00,0.230877,0.3984697,0.33333993
2018-08-26 22:15:00,0.5150319999999999,0.7485733,0.5492461
2018-08-26 22:30:00,0.976785,1.1841106,1.0301058
2018-08-26 22:45:00,1.811493,1.6304097,1.2693856
2018-08-26 23:00:00,3.072434,2.2633584,1.7110023
2018-08-26 23:15:00,3.072434,2.8956742,2.058239
2018-08-26 23:30:00,5.008245,4.165609,3.157858
2018-08-26 23:45:00,6.056069,4.5484505,3.4411008
2018-08-27 00:00:00,5.683115,6.5432773,5.536248
2018-08-27 00:15:00,8.70227,6.9210663,5.653036
2018-08-27 00:30:00,9.696815,7.970751,6.469904
2018-08-27 00:45:00,10.35392,8.547298,6.890541
2018-08-27 01:00:00,10.90448,8.901354,7.4608736
2018-08-27 01:15:00,7.672204,10.383386,8.1223345
2018-08-27 01:30:00,13.47964,11.100965,8.419833
2018-08-27 01:45:00,10.79792,11.950096,9.022874
2018-08-27 02:00:00,14.7761,12.737435,9.156192
2018-08-27 02:15:00,15.39769,14.322924,10.927048
2018-08-27 02:30:00,11.11759,14.41194,10.974463
2018-08-27 02:45:00,11.36623,14.610554,11.085888
2018-08-27 03:00:00,14.13675,14.73113,10.852695
2018-08-27 03:15:00,13.1422,14.847347,11.041748
2018-08-27 03:30:00,14.75834,14.880034,11.16565
2018-08-27 03:45:00,17.58214,14.8665695,11.250656
2018-08-27 04:00:00,11.61487,14.888527,11.739907
2018-08-27 04:15:00,13.87035,14.364769,11.960552
2018-08-27 04:30:00,17.93733,13.605399,11.71973
2018-08-27 04:45:00,16.445511,13.574202,11.419546
2018-08-27 05:00:00,17.102619,13.411205,11.0952015
2018-08-27 05:15:00,16.782949,13.307496,11.226017
2018-08-27 05:30:00,12.87581,13.189821,10.938653
2018-08-27 05:45:00,10.21185,13.2212715,11.297959
2018-08-27 06:00:00,15.89496,12.794232,11.219818
2018-08-27 06:15:00,4.777368,12.299179,11.198315
2018-08-27 06:30:00,14.38538,11.275561,9.7023115
2018-08-27 06:45:00,13.56844,11.568267,10.432835
2018-08-27 07:00:00,12.55613,10.55446,9.648651
2018-08-27 07:15:00,11.57935,10.522445,8.716057
2018-08-27 07:30:00,10.95776,8.642574,7.0161915
2018-08-27 07:45:00,9.767853,8.518908,7.026556
2018-08-27 08:00:00,8.862105999999999,7.6283293,6.1325994
2018-08-27 08:15:00,6.926296000000001,6.8575478,5.1806493
2018-08-27 08:30:00,6.695419,6.1551533,4.6245465
2018-08-27 08:45:00,2.184447,5.0846047,4.5197062
2018-08-27 09:00:00,5.097044,3.7614632,3.4474628
2018-08-27 09:15:00,3.2500310000000003,2.7425969,2.636309
2018-08-27 09:30:00,2.042369,2.0634508,2.0493877
2018-08-27 09:45:00,1.5273370000000002,1.3223994,1.2798889
2018-08-27 10:00:00,1.172142,1.1128864,0.97932005
2018-08-27 10:15:00,0.568312,0.6290443,0.58932304
2018-08-27 10:30:00,0.071039,0.39748025,0.32577252
2018-08-27 10:45:00,0.0,0.23292422,0.19706368
2018-08-27 11:00:00,0.0,0.22526956,0.17059922
2018-08-27 11:15:00,0.0,0.22526956,0.17059922
2018-08-27 11:30:00,0.0,0.22526956,0.17059922
2018-08-27 11:45:00,0.0,0.22526956,0.17048335
2018-08-27 12:00:00,0.0,0.22603369,0.17138696
2018-08-27 12:15:00,0.0,0.22603369,0.17044926
2018-08-27 12:30:00,0.0,0.22571373,0.17036629
2018-08-27 12:45:00,0.0,0.22373986,0.17036629
2018-08-27 13:00:00,0.0,0.22297573,0.17036629
2018-08-27 13:15:00,0.0,0.22297573,0.17036629
2018-08-27 13:30:00,0.0,0.22297573,0.17036629
2018-08-27 13:45:00,0.0,0.22297573,0.17036629
2018-08-27 14:00:00,0.0,0.22297573,0.17036629
2018-08-27 14:15:00,0.0,0.22297573,0.17036629
2018-08-27 14:30:00,0.0,0.22297573,0.17036629
2018-08-27 14:45:00,0.0,0.22295952,0.17036629
2018-08-27 15:00:00,0.0,0.22295952,0.17036629
2018-08-27 15:15:00,0.0,0.22295952,0.17036629
2018-08-27 15:30:00,0.0,0.22295952,0.17036629
2018-08-27 15:45:00,0.0,0.22295952,0.17036629
2018-08-27 16:00:00,0.0,0.22297573,0.17036629
2018-08-27 16:15:00,0.0,0.22297573,0.17036629
2018-08-27 16:30:00,0.0,0.22295952,0.17036629
2018-08-27 16:45:00,0.0,0.22295952,0.17036629
2018-08-27 17:00:00,0.0,0.22295952,0.17036629
2018-08-27 17:15:00,0.0,0.22295952,0.17036629
2018-08-27 17:30:00,0.0,0.22295952,0.17036629
2018-08-27 17:45:00,0.0,0.22295952,0.17036629
2018-08-27 18:00:00,0.0,0.22295952,0.17036629
2018-08-27 18:15:00,0.0,0.22295952,0.17036629
2018-08-27 18:30:00,0.0,0.22295952,0.17036629
2018-08-27 18:45:00,0.0,0.22295952,0.17036629
2018-08-27 19:00:00,0.0,0.22295952,0.17036629
2018-08-27 19:15:00,0.0,0.22295952,0.17036629
2018-08-27 19:30:00,0.0,0.22295952,0.17036629
2018-08-27 19:45:00,0.0,0.22295952,0.17036629
2018-08-27 20:00:00,0.0,0.22295952,0.17036629
2018-08-27 20:15:00,0.0,0.22297573,0.17036629
2018-08-27 20:30:00,0.0,0.22297573,0.17036629
2018-08-27 20:45:00,0.0,0.22297573,0.17036629
2018-08-27 21:00:00,0.0,0.22297573,0.17036629
2018-08-27 21:15:00,0.0,0.22297573,0.17036629
2018-08-27 21:30:00,0.0,0.22297573,0.17036629
2018-08-27 21:45:00,0.0,0.24382043,0.19683075
2018-08-27 22:00:00,0.230877,0.27805758,0.39882302
2018-08-27 22:15:00,0.67487,0.47284842,0.58374023
2018-08-27 22:30:00,1.207662,0.6564903,1.0367384
2018-08-27 22:45:00,1.847012,1.1457832,1.6947665
2018-08-27 23:00:00,2.592921,1.1800139,2.497024
2018-08-27 23:15:00,1.491818,1.4109018,2.680035
2018-08-27 23:30:00,1.98909,1.4826591,3.8707676
2018-08-27 23:45:00,1.207662,1.934108,4.642825
2018-08-28 00:00:00,2.060129,2.867689,4.7212315
2018-08-28 00:15:00,1.420779,2.5268126,5.701522
2018-08-28 00:30:00,2.184447,2.8787434,6.3099422
2018-08-28 00:45:00,1.97133,3.2156532,6.2367983
2018-08-28 01:00:00,4.65305,3.3067183,6.828296
2018-08-28 01:15:00,5.718634,3.221915,6.5682364
2018-08-28 01:30:00,7.814282,3.5288458,9.535496
2018-08-28 01:45:00,9.679054,3.3403957,8.151555
2018-08-28 02:00:00,7.228211,3.6842587,10.1662245
2018-08-28 02:15:00,7.228211,5.697729,10.63052
2018-08-28 02:30:00,8.276035,4.7702074,9.278659
2018-08-28 02:45:00,5.452238,5.6466265,9.335377
2018-08-28 03:00:00,6.837497,5.8221493,10.639829
2018-08-28 03:15:00,5.931751,5.8362527,10.301051
2018-08-28 03:30:00,12.57389,6.226367,11.128799
2018-08-28 03:45:00,12.96461,7.748271,13.479383
2018-08-28 04:00:00,8.329314,8.418139,9.299286
2018-08-28 04:15:00,10.7624,8.832249,10.886324
2018-08-28 04:30:00,10.53152,8.95298,14.021154
2018-08-28 04:45:00,16.62311,7.4479113,12.329929
2018-08-28 05:00:00,15.450970000000002,7.276803,13.227588
2018-08-28 05:15:00,13.21324,6.622611,12.800467
2018-08-28 05:30:00,11.73918,6.247655,10.156536
2018-08-28 05:45:00,15.557529999999998,6.714302,9.066005
2018-08-28 06:00:00,9.590256,6.9368563,11.378571
2018-08-28 06:15:00,10.37168,6.4104567,9.3164
2018-08-28 06:30:00,11.72142,6.3367915,10.678566
2018-08-28 06:45:00,10.86896,6.372905,10.141988
2018-08-28 07:00:00,7.210452,6.3342457,9.777537
2018-08-28 07:15:00,7.743244,5.95282,8.994073
2018-08-28 07:30:00,3.658505,5.394512,7.767894
2018-08-28 07:45:00,6.233666,5.697881,7.2063627
2018-08-28 08:00:00,5.612076,4.9204426,6.63048
2018-08-28 08:15:00,6.535582,4.217025,5.637972
2018-08-28 08:30:00,5.221362,3.2239165,5.0777235
2018-08-28 08:45:00,3.267791,2.297194,3.4001682
2018-08-28 09:00:00,2.00685,2.5603263,3.67744
2018-08-28 09:15:00,2.450843,2.142405,2.7430718
2018-08-28 09:30:00,1.562856,1.919453,2.1383169
2018-08-28 09:45:00,0.959026,1.2162275,1.5402086
2018-08-28 10:00:00,0.621591,0.8850305,1.0533969
2018-08-28 10:15:00,0.337435,0.48530173,0.66051936
2018-08-28 10:30:00,0.088799,0.2719059,0.32325077
2018-08-28 10:45:00,0.0,0.23384166,0.19706368
2018-08-28 11:00:00,0.0,0.2261877,0.17059922
2018-08-28 11:15:00,0.0,0.2261877,0.17059922
2018-08-28 11:30:00,0.0,0.2261877,0.17059922
2018-08-28 11:45:00,0.0,0.2261877,0.17048335
2018-08-28 12:00:00,0.0,0.22695184,0.17138696
2018-08-28 12:15:00,0.0,0.22695184,0.17044926
2018-08-28 12:30:00,0.0,0.22663188,0.17036629
2018-08-28 12:45:00,0.0,0.22663188,0.17036629
2018-08-28 13:00:00,0.0,0.22586751,0.17036629
2018-08-28 13:15:00,0.0,0.22586751,0.17036629
2018-08-28 13:30:00,0.0,0.22586751,0.17036629
2018-08-28 13:45:00,0.0,0.22586751,0.17036629
2018-08-28 14:00:00,0.0,0.22586751,0.17036629
2018-08-28 14:15:00,0.0,0.2258513,0.17036629
2018-08-28 14:30:00,0.0,0.2258513,0.17036629
2018-08-28 14:45:00,0.0,0.22493315,0.17036629
2018-08-28 15:00:00,0.0,0.22493315,0.17036629
2018-08-28 15:15:00,0.0,0.22493315,0.17036629
2018-08-28 15:30:00,0.0,0.22493315,0.17036629
2018-08-28 15:45:00,0.0,0.22493315,0.17036629
2018-08-28 16:00:00,0.0,0.22494936,0.17036629
2018-08-28 16:15:00,0.0,0.22494936,0.17036629
2018-08-28 16:30:00,0.0,0.22494936,0.17036629
2018-08-28 16:45:00,0.0,0.22494936,0.17036629
2018-08-28 17:00:00,0.0,0.22494936,0.17036629
2018-08-28 17:15:00,0.0,0.22494936,0.17036629
2018-08-28 17:30:00,0.0,0.22494936,0.17036629
2018-08-28 17:45:00,0.0,0.22494936,0.17036629
2018-08-28 18:00:00,0.0,0.22493315,0.17036629
2018-08-28 18:15:00,0.0,0.22493315,0.17036629
2018-08-28 18:30:00,0.0,0.22493315,0.17036629
2018-08-28 18:45:00,0.0,0.22493315,0.17036629
2018-08-28 19:00:00,0.0,0.22295952,0.17036629
2018-08-28 19:15:00,0.0,0.22295952,0.17036629
2018-08-28 19:30:00,0.0,0.22295952,0.17036629
2018-08-28 19:45:00,0.0,0.22295952,0.17036629
2018-08-28 20:00:00,0.0,0.22295952,0.17036629
2018-08-28 20:15:00,0.0,0.22295952,0.17036629
2018-08-28 20:30:00,0.0,0.22295952,0.17036629
2018-08-28 20:45:00,0.0,0.22295952,0.17036629
2018-08-28 21:00:00,0.0,0.22295952,0.17036629
2018-08-28 21:15:00,0.0,0.22295952,0.17036629
2018-08-28 21:30:00,0.0,0.22295952,0.17036629
2018-08-28 21:45:00,0.0,0.23616624,0.1717925
2018-08-28 22:00:00,0.142078,0.31612396,0.43458223
2018-08-28 22:15:00,0.266396,0.7866473,0.72082615
2018-08-28 22:30:00,0.781428,1.0522904,1.0277219
2018-08-28 22:45:00,1.34974,1.8899267,1.7689588
2018-08-28 23:00:00,2.00685,2.8088908,2.2486286
2018-08-28 23:15:00,3.498667,2.7325199,1.9830364
2018-08-28 23:30:00,4.599771,4.1372933,2.9888563
2018-08-28 23:45:00,4.919446,4.931698,3.1792476
2018-08-29 00:00:00,6.056069,7.0882626,4.2984285
2018-08-29 00:15:00,7.423567999999999,7.5651026,4.6270747
2018-08-29 00:30:00,8.311555,8.037293,5.4982615
2018-08-29 00:45:00,8.169477,8.586684,6.143133
2018-08-29 01:00:00,12.34301,8.440199,6.8532133
2018-08-29 01:15:00,6.411263,8.550447,7.031273
2018-08-29 01:30:00,5.771913,9.33044,8.32921
2018-08-29 01:45:00,10.90448,9.706126,8.62234
2018-08-29 02:00:00,7.494607000000001,9.269495,8.821147
2018-08-29 02:15:00,8.311555,9.308825,8.502424
2018-08-29 02:30:00,6.269186,9.671627,8.4739065
2018-08-29 02:45:00,16.35671,9.394607,8.182008
2018-08-29 03:00:00,9.679054,9.737381,8.345803
2018-08-29 03:15:00,17.404539,9.693924,8.428768
2018-08-29 03:30:00,18.470119,11.517911,9.820236
2018-08-29 03:45:00,16.108079999999998,11.648988,10.491293
2018-08-29 04:00:00,10.94,10.449122,8.572603
2018-08-29 04:15:00,12.46733,11.85704,8.775366
2018-08-29 04:30:00,17.511101,12.020023,8.777917
2018-08-29 04:45:00,17.013821,12.623153,12.15629
2018-08-29 05:00:00,17.08486,12.390465,10.859825
2018-08-29 05:15:00,16.87175,12.61435,10.344371
2018-08-29 05:30:00,16.76519,12.018404,9.417192
2018-08-29 05:45:00,16.161360000000002,13.239083,10.6531
2018-08-29 06:00:00,15.71736,12.968104,8.649404
2018-08-29 06:15:00,15.06025,12.899347,8.391526
2018-08-29 06:30:00,14.54522,12.947389,8.812141
2018-08-29 06:45:00,14.012429999999998,11.961598,7.499342
2018-08-29 07:00:00,12.91133,11.325604,6.9573994
2018-08-29 07:15:00,12.28973,10.606157,6.8138742
2018-08-29 07:30:00,11.27743,9.476517,5.674434
2018-08-29 07:45:00,10.06977,8.7887125,5.675038
2018-08-29 08:00:00,8.64899,7.722251,5.2937036
2018-08-29 08:15:00,7.192692,6.189907,5.022305
2018-08-29 08:30:00,6.730939,5.606298,3.8703322
2018-08-29 08:45:00,5.381199,4.7443714,3.1881096
2018-08-29 09:00:00,4.333375,3.996904,3.16209
2018-08-29 09:15:00,3.196752,2.9704866,2.1844993
2018-08-29 09:30:00,2.00685,1.9704199,1.7071944
2018-08-29 09:45:00,1.3142200000000002,1.311687,1.054394
2018-08-29 10:00:00,0.586071,1.0848439,0.87193656
2018-08-29 10:15:00,0.301915,0.64914155,0.5574448
2018-08-29 10:30:00,0.071039,0.42080402,0.3052473
2018-08-29 10:45:00,0.0,0.22525334,0.17059922
2018-08-29 11:00:00,0.0,0.22525334,0.17059922
2018-08-29 11:15:00,0.0,0.22525334,0.17059922
2018-08-29 11:30:00,0.0,0.22526956,0.17059922
2018-08-29 11:45:00,0.0,0.22329569,0.17048335
2018-08-29 12:00:00,0.0,0.22406006,0.17138696
2018-08-29 12:15:00,0.0,0.22406006,0.17044926
2018-08-29 12:30:00,0.0,0.22373986,0.17036629
2018-08-29 12:45:00,0.0,0.22373986,0.17036629
2018-08-29 13:00:00,0.0,0.22297573,0.17036629
2018-08-29 13:15:00,0.0,0.22297573,0.17036629
2018-08-29 13:30:00,0.0,0.22295952,0.17036629
2018-08-29 13:45:00,0.0,0.22295952,0.17036629
2018-08-29 14:00:00,0.0,0.22295952,0.17036629
2018-08-29 14:15:00,0.0,0.22295952,0.17036629
2018-08-29 14:30:00,0.0,0.22295952,0.17036629
2018-08-29 14:45:00,0.0,0.22295952,0.17036629
2018-08-29 15:00:00,0.0,0.22295952,0.17036629
2018-08-29 15:15:00,0.0,0.22295952,0.17036629
2018-08-29 15:30:00,0.0,0.22295952,0.17036629
2018-08-29 15:45:00,0.0,0.22295952,0.17036629
2018-08-29 16:00:00,0.0,0.22295952,0.17036629
2018-08-29 16:15:00,0.0,0.22295952,0.17036629
2018-08-29 16:30:00,0.0,0.22295952,0.17036629
2018-08-29 16:45:00,0.0,0.22295952,0.17036629
2018-08-29 17:00:00,0.0,0.22295952,0.17036629
2018-08-29 17:15:00,0.0,0.22295952,0.17036629
2018-08-29 17:30:00,0.0,0.22295952,0.17036629
2018-08-29 17:45:00,0.0,0.22295952,0.17036629
2018-08-29 18:00:00,0.0,0.22295952,0.17036629
2018-08-29 18:15:00,0.0,0.22295952,0.17036629
2018-08-29 18:30:00,0.0,0.22295952,0.17036629
2018-08-29 18:45:00,0.0,0.22295952,0.17036629
2018-08-29 19:00:00,0.0,0.22295952,0.17036629
2018-08-29 19:15:00,0.0,0.22295952,0.17036629
2018-08-29 19:30:00,0.0,0.22295952,0.17036629
2018-08-29 19:45:00,0.0,0.22295952,0.17036629
2018-08-29 20:00:00,0.0,0.22295952,0.17036629
2018-08-29 20:15:00,0.0,0.22295952,0.17036629
2018-08-29 20:30:00,0.0,0.22295952,0.17036629
2018-08-29 20:45:00,0.0,0.22295952,0.17036629
2018-08-29 21:00:00,0.0,0.22295952,0.17036629
2018-08-29 21:15:00,0.0,0.22297573,0.17036629
2018-08-29 21:30:00,0.0,0.22297573,0.17036629
2018-08-29 21:45:00,0.0,0.22297573,0.17036629
2018-08-29 22:00:00,0.0532789999999999,0.41379428,0.3224008
2018-08-29 22:15:00,0.355195,0.79841423,0.5500889
2018-08-29 22:30:00,1.065584,1.2139554,0.84737563
2018-08-29 22:45:00,1.847012,1.8094922,1.3396072
2018-08-29 23:00:00,2.4863630000000003,2.6148176,1.9114501
2018-08-29 23:15:00,2.859317,3.9225576,2.2691667
